"Current Stock Branchwise 
 Location : All Location ; 
"
"URBANPETSSERVICESPRIVATELIMITED,AksharComplex,Ahmedabad,9662825744,GSTNO:24AAECU0338G1ZN"
BRANDS,DEPARTMENT,CATEGORY,Item code,Item alias,Store ID,Item name,Batch no,Stock,Code,Cost,Selling,MRP,Landing,Net cost,Value on landing,Value on netcost,Value on selling,GST Perc,Expiry date,Supplier Name,Business Type,Status,HSN Code,Unicode,ERP code,Old Batch No,Old Expiry Date,Old MFR Date,Received Qty,Asset stock,Consumable stock,Conversion Factor,Damage,Demo stock,ISBN,Brand code,Brand name,Mfg Date,Qty in CLD,Qty in PCs,Rental stock,Replacement stock,Reserve,State,Store
Royal Canin,Cat Food,Dry Food ,821,,225,Royal Canin Persian Kitten 2KG, ,1,32679,"2,025.00","2,950.00","2,950.00","2,107.54","1,786.05","2,107.54","1,786.05","2,950.00",18.00,2027-05-22,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R821-7642,2027-05-22,,1,0,0,0.00,0,0,3182550721219,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Cat Food,Dry Food ,832,,225,Royal Canin Hair and Skin 2kg, ,1,32679,"1,606.27","2,340.00","2,340.00","1,857.49","1,574.15","1,857.49","1,574.15","2,340.00",18.00,2027-08-24,Jay Projects,DISTRIBUTION CENTER,Active,23091000,,urbanpets,R832-7270,2027-08-24,,2,0,0,0.00,0,0,3182550721738,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Cat Food,Prescription Food ,840,,225,Royal Canin Urinary Cat Feline 1.5kg, ,1,32679,"1,420.93","2,070.00","2,070.00","1,420.93","1,253.26","1,420.93","1,253.26","2,070.00",18.00,2027-04-24,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R840-957,2027-04-24,,1,0,0,0.00,0,0,3182550711159,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Cat Food,Prescription Food ,840,,225,Royal Canin Urinary Cat Feline 1.5kg, ,1,32679,"1,420.93","2,070.00","2,070.00","1,420.93","1,253.26","1,420.93","1,253.26","2,070.00",18.00,2027-04-24,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R840-995,2027-04-24,,1,0,0,0.00,0,0,3182550711159,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Sheba,Cat Food,Wet Food ,842,,225,Sheba Fish With Sasami Gravy 35 Gm, ,4,32679,31.78,50.00,50.00,31.78,31.28,127.12,125.12,200.00,18.00,2028-04-29,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,S842-605,2028-04-29,,48,0,0,0.00,0,0,4902397848103,200,Sheba,,0.00,4.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Whiskas,Cat Food,Wet Food ,844,,225,Whiskas Chicken kitten Gravy  80Gm, ,56,32679,32.78,50.00,50.00,32.78,29.69,"1,835.68","1,662.64","2,800.00",18.00,2028-10-13,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,W844-784,2028-10-13,,56,0,0,0.00,0,0,8853301015981,243,Whiskas,,0.00,56.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Farmina,Cat Food,Dry Food ,917,,225,N and D Prime Cat GF CP Adult 1.5 kg, ,1,32846,"1,885.42","3,090.00","3,090.00","2,224.80","1,885.42","2,224.80","1,885.42","3,090.00",18.00,2027-09-30,MAHIMA SALES,DISTRIBUTION CENTER,Active,23091000,,urbanpets,N917-830,2027-09-30,,1,0,0,0.00,0,0,8010276021021,75,Farmina,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Farmina,Cat Food,Dry Food ,917,,225,N and D Prime Cat GF CP Adult 1.5 kg, ,2,32846,"1,885.42","3,090.00","3,090.00","2,224.80","1,885.42","4,449.59","3,770.84","6,180.00",18.00,2027-07-30,MAHIMA SALES,DISTRIBUTION CENTER,Active,23091000,,urbanpets,N917-8013,2027-07-30,,2,0,0,0.00,0,0,8010276021021,75,Farmina,,0.00,2.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Pet Wear,Clothing ,Sandoz ,1440,,225,Pet Wear Furever Sandoz - 20, ,4,32710,300.00,750.00,750.00,315.00,300.00,"1,260.00","1,200.00","3,000.00",5.00,,Shreeji Pet Shop,DISTRIBUTION CENTER,Active,62011990,,urbanpets,P1440-8739,,,4,0,0,0.00,0,0,PWSS0020,168,Pet Wear,,0.00,4.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Pet Wear,Clothing ,Sandoz ,1441,,225,Pet Wear Furever Sandoz - 22, ,5,32710,300.00,750.00,750.00,315.00,300.00,"1,575.00","1,500.00","3,750.00",5.00,,Shreeji Pet Shop,DISTRIBUTION CENTER,Active,62011990,,urbanpets,P1441-8740,,,5,0,0,0.00,0,0,PWSS0022,168,Pet Wear,,0.00,5.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Pet Wear,Clothing ,Sandoz ,1444,,225,Pet Wear Furever Sandoz - 28, ,9,32710,371.00,900.00,900.00,389.55,371.00,"3,505.95","3,339.00","8,100.00",5.00,,Shreeji Pet Shop,DISTRIBUTION CENTER,Active,62011990,,urbanpets,P1444-8741,,,9,0,0,0.00,0,0,PWSS0028,168,Pet Wear,,0.00,9.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Pet Wear,Clothing ,Sandoz ,1446,,225,Pet Wear Furever Sandoz - 32, ,3,32710,450.00,"1,000.00","1,000.00",472.50,450.00,"1,417.50","1,350.00","3,000.00",5.00,,Shreeji Pet Shop,DISTRIBUTION CENTER,Active,62011990,,urbanpets,P1446-8742,,,3,0,0,0.00,0,0,PWSS0032,168,Pet Wear,,0.00,3.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Pet Wear,Clothing ,Sherwani ,1453,,225,Pet Wear Sherwani XL, ,2,32710,"1,400.00","2,200.00","2,200.00","1,470.00","1,400.00","2,940.00","2,800.00","4,400.00",5.00,,Shreeji Pet Shop,DISTRIBUTION CENTER,Active,62011910,,urbanpets,P1453-8763,,,2,0,0,0.00,0,0,PWS00005,168,Pet Wear,,0.00,2.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Pet Wear,Clothing ,Frock,1455,,225,Pet Wear Frock - S, ,7,32710,450.00,950.00,950.00,472.50,450.00,"3,307.50","3,150.00","6,650.00",5.00,,Shreeji Pet Shop,DISTRIBUTION CENTER,Active,62012010,,urbanpets,P1455-8743,,,7,0,0,0.00,0,0,PWF00002,168,Pet Wear,,0.00,7.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Pet Wear,Clothing ,Jacket ,1462,,225,Pet Wear -Reversible Winter Jecket -L, ,2,32710,700.00,"1,450.00","1,450.00",735.00,700.00,"1,470.00","1,400.00","2,900.00",5.00,,Shreeji Pet Shop,DISTRIBUTION CENTER,Active,62011910,,urbanpets,P1462-8744,,,2,0,0,0.00,0,0,PWWJ0003,168,Pet Wear,,0.00,2.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Drools,Dog Food,Dry Food ,1585,,225,Drools Adult Chicken and Egg 3KG, ,1,32847,413.14,650.00,650.00,413.14,413.14,413.14,413.14,650.00,18.00,2028-05-30,PG INDIA LOGISTICS PRIVATE LIMITED,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,D1585-3605,2028-05-30,,2,0,0,0.00,0,0,8906125483914,67,Drools,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Dry Food ,1608,,225,Royal Canin Pug Adult 3kg, ,1,32679,"2,436.86","3,550.00","3,550.00","2,436.86","2,388.13","2,436.86","2,388.13","3,550.00",18.00,2027-05-11,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R1608-4954,2027-05-11,,1,0,0,0.00,0,0,,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Dry Food ,1609,,225,Royal Canin Mini Starter 1kg, ,1,32679,803.14,"1,170.00","1,170.00",803.14,739.85,803.14,739.85,"1,170.00",18.00,2027-03-07,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R1609-4408,2027-03-07,,1,0,0,0.00,0,0,3182550778657,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Dry Food ,1611,,225,Royal Canin Beagle Adult 3kg, ,1,32679,"2,189.75","3,190.00","3,190.00","2,189.75","2,145.96","2,189.75","2,145.96","3,190.00",18.00,2027-07-29,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R1611-286,2027-07-29,,1,0,0,0.00,0,0,3182550821766,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Cat Food,Prescription Food ,1623,,225,Royal Canin Urinary 2 KG, ,1,32679,"1,887.71","2,750.00","2,750.00","1,887.71","1,664.96","1,887.71","1,664.96","2,750.00",18.00,2027-08-25,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R1623-9912,2027-08-25,,1,0,0,0.00,0,0,3182550711036,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Dry Food ,1629,,225,Royal Canin Maxi Starter 4 kg, ,2,32679,"2,896.78","4,220.00","4,220.00","3,148.85","2,668.51","6,297.69","5,337.02","8,440.00",18.00,2027-04-14,Jay Projects,DISTRIBUTION CENTER,Active,23091000,,urbanpets,R1629-2717,2027-04-14,,6,0,0,0.00,0,0,3182550778770,192,Royal Canin,,0.00,2.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Prescription Food ,1631,,225,Royal Canin Satiety Support Food 1.5 kg, ,1,32679,"1,441.53","2,100.00","2,100.00","1,441.53","1,271.43","1,441.53","1,271.43","2,100.00",18.00,2027-08-16,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R1631-708,2027-08-16,,1,0,0,0.00,0,0,3182550731355,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Dry Food ,1633,,225,Royal Canin Labrador Adult 3kgs, ,1,32679,"2,189.75","3,190.00","3,190.00","2,189.75","2,017.20","2,189.75","2,017.20","3,190.00",18.00,2027-07-22,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R1633-1096,2027-07-22,,1,0,0,0.00,0,0,3182550715614,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Dry Food ,1633,,225,Royal Canin Labrador Adult 3kgs, ,1,32679,"2,189.75","3,190.00","3,190.00","2,189.75","2,145.96","2,189.75","2,145.96","3,190.00",18.00,2027-07-17,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R1633-9534,2027-07-17,,2,0,0,0.00,0,0,3182550715614,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Prescription Food ,1637,,225,Royal Canin Hepatic 1.5 kg, ,2,32679,"1,441.53","2,100.00","2,100.00","1,441.53","1,271.43","2,883.06","2,542.86","4,200.00",18.00,2027-07-09,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R1637-709,2027-07-09,,2,0,0,0.00,0,0,,192,Royal Canin,,0.00,2.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Dry Food ,1639,,225,Royal Canin German Shepherd Adult 3Kg, ,1,32679,"2,141.70","3,120.00","3,120.00","2,141.70","2,098.86","2,141.70","2,098.86","3,120.00",18.00,2027-06-30,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R1639-200,2027-06-30,,1,0,0,0.00,0,0,3182550715737,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Dry Food ,1660,,225,Royal Canin German Shepherd Puppy 3kg, ,1,36924,"2,250.84","3,320.00","3,320.00","2,655.99","2,250.84","2,655.99","2,250.84","3,320.00",18.00,2027-12-30,EARTH PAWS PRIVATE LIMITED,DISTRIBUTION CENTER,Active,23091000,,urbanpets,R1660-500,2027-12-30,,1,0,0,0.00,0,0,3182550724142,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Dry Food ,1664,,225,Royal Canin Maxi Starter 15 kg, ,1,32679,"9,095.34","13,250.00","13,250.00","9,095.34","8,556.90","9,095.34","8,556.90","13,250.00",18.00,2026-11-04,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R1664-400,2026-11-04,,1,0,0,0.00,0,0,3182550778787,192,Royal Canin,,0.00,1.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Wet Food ,1686,,225,Royal Canin Maxi Adult 140 gm, ,14,32679,110.51,161.00,161.00,110.51,97.47,"1,547.14","1,364.58","2,254.00",18.00,2027-11-17,Jay Projects,DISTRIBUTION CENTER,Active,23091000,0,urbanpets,R1686-278,2027-11-17,,20,0,0,0.00,0,0,9003579008492,192,Royal Canin,,0.00,14.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Wet Food ,1687,,225,Royal Canin Maxi Puppy 140 gm, ,13,32710,110.99,165.00,165.00,130.97,110.99,"1,702.58","1,442.87","2,145.00",18.00,2026-11-20,Shreeji Pet Shop,DISTRIBUTION CENTER,Active,23091000,,urbanpets,R1687-8759,2026-11-20,,20,0,0,0.00,0,0,9003579008454,192,Royal Canin,,0.00,13.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
Royal Canin,Dog Food,Wet Food ,1690,,225,Royal Canin Mini Adult 85 gm, ,7,32710,64.06,109.17,109.17,75.59,64.06,529.14,448.42,764.19,18.00,2026-07-09,Shreeji Pet Shop,DISTRIBUTION CENTER,Active,23091000,,urbanpets,R1690-8761,2026-07-09,,7,0,0,0.00,0,0,9003579008256,192,Royal Canin,,0.00,7.00,0,0,0.00,Gujarat,URBANPETS SERVICES PRIVATE LIMITED
