"Price list 
 Location : All Location ; 
"
"URBANPETSSERVICESPRIVATELIMITED,AksharComplex,Ahmedabad,9662825744,GSTNO:24AAECU0338G1ZN"
BRANDS,DEPARTMENT,CATEGORY,Branch,Item code,Item name,Item alias,Stock,Damage,Selling,MRP,Packed price,Landing cost,Business Type,State
,,,,,,,,,,,,,,
Pedigree,Dog Food,Dry Food ,URBANPETS SERVICES PRIVATE LIMITED,40,Pedigree Pro Puppy Small Breed 1.2 KG,,0,0,540.00,540.00,343.22,405.00,DISTRIBUTION CENTER,Gujarat
Pedigree,Dog Food,Wet Food ,URBANPETS SERVICES PRIVATE LIMITED,41,Pedigree Adult Lamb in Jelly 100G,,0,0,40.00,40.00,27.12,27.12,DISTRIBUTION CENTER,Gujarat
Pedigree,Dog Food,Dry Food ,URBANPETS SERVICES PRIVATE LIMITED,42,Pedigree Adult Chicken and Veg 90G,,0,0,20.00,20.00,13.22,13.56,DISTRIBUTION CENTER,Gujarat
Pedigree,Dog Food,Dry Food ,URBANPETS SERVICES PRIVATE LIMITED,43,Pedigree Pro Puppy Large Breed 20KG,,0,0,"7,160.00","7,160.00","4,550.85","5,370.01",DISTRIBUTION CENTER,Gujarat
Pedigree,Dog Food,Dry Food ,URBANPETS SERVICES PRIVATE LIMITED,44,Pedigree Pro Puppy Small Breed 3KG,,0,0,"1,030.00","1,030.00",653.66,771.32,DISTRIBUTION CENTER,Gujarat
Pedigree,Dog Food,Dry Food ,URBANPETS SERVICES PRIVATE LIMITED,45,Pedigree pro Starter Mother and Pup  3 Kg,,0,0,"1,400.00","1,400.00",889.83,"1,050.00",DISTRIBUTION CENTER,Gujarat
Pedigree,Dog Food,Wet Food ,URBANPETS SERVICES PRIVATE LIMITED,46,Pedigree Puppy Chicken and Liver in Gravy 350gm,,0,0,"1,500.00","1,500.00","1,016.95","1,200.00",DISTRIBUTION CENTER,Gujarat
Pedigree,"Treats, Biscuits & Chews ",Treats  ,URBANPETS SERVICES PRIVATE LIMITED,47,Pedigree Tasty Bites Chewy Cubes Chunks Lamb 50g,,0,0,150.00,150.00,91.53,95.33,DISTRIBUTION CENTER,Gujarat
Pedigree,Dog Food,Wet Food ,URBANPETS SERVICES PRIVATE LIMITED,48,1INCH X 5 SINGLE LEAD HEART,,0,0,160.00,160.00,91.92,108.47,DISTRIBUTION CENTER,Gujarat
Pedigree,"Treats, Biscuits & Chews ",Treats  ,URBANPETS SERVICES PRIVATE LIMITED,49,Pedigree Mini Jumbone Small Chicken and Lamb 160Gm,,0,0,130.00,130.00,79.32,93.60,DISTRIBUTION CENTER,Gujarat
Pedigree,"Treats, Biscuits & Chews ",Treats  ,URBANPETS SERVICES PRIVATE LIMITED,50,Pedigree Tasty Minis Cubes Puppy Chicken 125gm,,0,0,170.00,170.00,103.73,112.50,DISTRIBUTION CENTER,Gujarat
Trixie,Accessories,Shoes & Socks,URBANPETS SERVICES PRIVATE LIMITED,54,Dog Socks Non Slip S-M 2Pcs Grey,,0,0,325.00,325.00,151.48,151.48,DISTRIBUTION CENTER,Gujarat
Manufacturer,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,55,Name tag,,0,0,40.00,40.00,14.36,21.00,DISTRIBUTION CENTER,Gujarat
Trixie,Accessories,Shoes & Socks,URBANPETS SERVICES PRIVATE LIMITED,56,Walker Active Protective Boots L-XL,,0,0,"1,750.00","1,750.00",747.74,950.00,DISTRIBUTION CENTER,Gujarat
Trixie,Accessories,Shoes & Socks,URBANPETS SERVICES PRIVATE LIMITED,57,Walker Active Protective Boots L,,0,0,"1,750.00","1,750.00",815.68,925.00,DISTRIBUTION CENTER,Gujarat
Smartypet,Accessories,Name Tag & Bell ,URBANPETS SERVICES PRIVATE LIMITED,58,SP Bell Plain-XL,,0,0,50.00,50.00,18.53,25.00,DISTRIBUTION CENTER,Gujarat
Trixie,Accessories,Shoes & Socks,URBANPETS SERVICES PRIVATE LIMITED,60,Walker Active Boots M-L,,0,0,"1,650.00","1,650.00",769.08,907.51,DISTRIBUTION CENTER,Gujarat
Trixie,Accessories,Shoes & Socks,URBANPETS SERVICES PRIVATE LIMITED,61,Shoes No 8,,0,0,600.00,600.00,258.54,300.00,DISTRIBUTION CENTER,Gujarat
Trixie,Accessories,Shoes & Socks,URBANPETS SERVICES PRIVATE LIMITED,62,Shoes No 7,,0,0,600.00,600.00,258.54,300.00,DISTRIBUTION CENTER,Gujarat
Protex,Accessories,Shoes & Socks,URBANPETS SERVICES PRIVATE LIMITED,63,Protex PawZ XX-Small- Yellow,,0,0,"1,650.00","1,650.00",699.15,699.15,DISTRIBUTION CENTER,Gujarat
M-Pets,Accessories,Bowl Mat & Litter Tray ,URBANPETS SERVICES PRIVATE LIMITED,70,M-Pets Puppy Pad Holder,,0,0,"2,299.00","2,299.00",974.15,"1,149.50",DISTRIBUTION CENTER,Gujarat
