"Purchase Order Detail 
 DATE : from 01-04-2024 14-09-2026 ; Stock Class : Trade , Location : All Location ; 
"
"URBANPETSSERVICESPRIVATELIMITED,AksharComplex,Ahmedabad,9662825744,GSTNO:24AAECU0338G1ZN"
BRANDS,DEPARTMENT,CATEGORY,Branch ID,Branch Name,Branch prefix,PO date,Till sequence,Po no,S.no,Supplier Name,Address1,Address2,Item name,Order Qty,Free Qty,Billed qty.,Cancelled Qty,Basic cost,Net cost,Net margin %,Selling,MRP,Tax,Tax amount,Discount %,Disc. Amount,Cash disc. Amount,Freight,Order amount,Status,Supplier shipping name,Pending Qty,Addl. Tax %,Alias Name,Addl. Tax amount,Dual Service Ratio,Dual Vat Ratio,Service goods value,Dual Service Tax%,Dual Service Amt,Tax Goods Value,Addl. Edu cess %,Addl. Edu cess amount,Edu cess %,Edu cess amount,Excise duty %,Excise duty amount,Conversion unit,Customer ship code,GST Cess Amt,GST Cess Perc,CGST TaxAmt,CGST Perc,Customer ship name,GST TaxAmt,GST Perc,IGST TaxAmt,IGST Perc,SGST TaxAmt,SGST Perc,Expiry Status,Business Type,State,Short name
Chip Chops,"Treats, Biscuits & Chews ",Treats  ,32772,URBAN PETS / MOTERA,LN,2026-09-03,2,3,16,ABK Imports Pvt. Ltd,"Office no105, 1st Floor, Pune Trade Center, Gat no 2337/1, Opp. Mapple Hotel, Wagholi,",,Chip Chops Chicken Chips Coins 70G,16,0,0,0,104.87,103.12,0,225.00,225.00,0,0.00,17,279.71,0.00,0.00,"1,649.89",Pending,,16,0,,0.00,0,0,0.00,0,0.00,"1,398.21",0,0.00,0,0.00,0,0.00,UNIT,0,0.00,0.00,0.00,0.00,,251.68,18.00,251.68,18.00,0.00,0.00,Expired,BRANCH,Gujarat,Chip 
Chip Chops,"Treats, Biscuits & Chews ",Treats  ,32772,URBAN PETS / MOTERA,LN,2026-09-03,2,3,17,ABK Imports Pvt. Ltd,"Office no105, 1st Floor, Pune Trade Center, Gat no 2337/1, Opp. Mapple Hotel, Wagholi,",,Chip Chops Chicken Pasta 70gm,24,0,0,0,104.87,103.12,0,225.00,225.00,0,0.00,17,419.56,0.00,0.00,"2,474.84",Pending,,24,0,,0.00,0,0,0.00,0,0.00,"2,097.32",0,0.00,0,0.00,0,0.00,UNIT,0,0.00,0.00,0.00,0.00,,377.52,18.00,377.52,18.00,0.00,0.00,Expired,BRANCH,Gujarat,Chip 
Chip Chops,"Treats, Biscuits & Chews ",Treats  ,32772,URBAN PETS / MOTERA,LN,2026-09-03,2,3,18,ABK Imports Pvt. Ltd,"Office no105, 1st Floor, Pune Trade Center, Gat no 2337/1, Opp. Mapple Hotel, Wagholi,",,Chip Chops Chicken Tenders 70GM,48,0,0,0,104.87,103.12,0,225.00,225.00,0,0.00,17,839.13,0.00,0.00,"4,949.66",Pending,,48,0,,0.00,0,0,0.00,0,0.00,"4,194.63",0,0.00,0,0.00,0,0.00,UNIT,0,0.00,0.00,0.00,0.00,,755.03,18.00,755.03,18.00,0.00,0.00,Expired,BRANCH,Gujarat,Chip 
Chip Chops,"Treats, Biscuits & Chews ",Treats  ,32772,URBAN PETS / MOTERA,LN,2026-09-03,2,3,19,ABK Imports Pvt. Ltd,"Office no105, 1st Floor, Pune Trade Center, Gat no 2337/1, Opp. Mapple Hotel, Wagholi,",,Chip Chops Diced Chicken 70G,24,0,0,0,104.87,103.12,0,225.00,225.00,0,0.00,17,419.56,0.00,0.00,"2,474.84",Pending,,24,0,,0.00,0,0,0.00,0,0.00,"2,097.32",0,0.00,0,0.00,0,0.00,UNIT,0,0.00,0.00,0.00,0.00,,377.52,18.00,377.52,18.00,0.00,0.00,Expired,BRANCH,Gujarat,Chip 
Chip Chops,"Treats, Biscuits & Chews ",Treats  ,32772,URBAN PETS / MOTERA,LN,2026-09-03,2,3,20,ABK Imports Pvt. Ltd,"Office no105, 1st Floor, Pune Trade Center, Gat no 2337/1, Opp. Mapple Hotel, Wagholi,",,Chip Chops Dried Chicken Jerky 70G,16,0,0,0,104.87,103.12,0,215.00,215.00,0,0.00,17,279.71,0.00,0.00,"1,649.89",Pending,,16,0,,0.00,0,0,0.00,0,0.00,"1,398.21",0,0.00,0,0.00,0,0.00,UNIT,0,0.00,0.00,0.00,0.00,,251.68,18.00,251.68,18.00,0.00,0.00,Expired,BRANCH,Gujarat,Chip 
Chip Chops,"Treats, Biscuits & Chews ",Treats  ,32772,URBAN PETS / MOTERA,LN,2026-09-03,2,3,21,ABK Imports Pvt. Ltd,"Office no105, 1st Floor, Pune Trade Center, Gat no 2337/1, Opp. Mapple Hotel, Wagholi,",,Chip Chops Roast Chicken Strips 70 Gms,16,0,0,0,104.87,103.12,0,225.00,225.00,0,0.00,17,279.71,0.00,0.00,"1,649.89",Pending,,16,0,,0.00,0,0,0.00,0,0.00,"1,398.21",0,0.00,0,0.00,0,0.00,UNIT,0,0.00,0.00,0.00,0.00,,251.68,18.00,251.68,18.00,0.00,0.00,Expired,BRANCH,Gujarat,Chip 
Chip Chops,"Treats, Biscuits & Chews ",Treats  ,32772,URBAN PETS / MOTERA,LN,2026-09-03,2,3,22,ABK Imports Pvt. Ltd,"Office no105, 1st Floor, Pune Trade Center, Gat no 2337/1, Opp. Mapple Hotel, Wagholi,",,Chip Chops Roast Duck Strips 70G,16,0,0,0,104.87,103.12,0,225.00,225.00,0,0.00,17,279.71,0.00,0.00,"1,649.89",Pending,,16,0,,0.00,0,0,0.00,0,0.00,"1,398.21",0,0.00,0,0.00,0,0.00,UNIT,0,0.00,0.00,0.00,0.00,,251.68,18.00,251.68,18.00,0.00,0.00,Expired,BRANCH,Gujarat,Chip 
Chip Chops,"Treats, Biscuits & Chews ",Treats  ,32772,URBAN PETS / MOTERA,LN,2026-09-03,2,3,23,ABK Imports Pvt. Ltd,"Office no105, 1st Floor, Pune Trade Center, Gat no 2337/1, Opp. Mapple Hotel, Wagholi,",,Chip Chops Sushi Rolls 70g,16,0,0,0,104.87,103.12,0,225.00,225.00,0,0.00,17,279.71,0.00,0.00,"1,649.89",Pending,,16,0,,0.00,0,0,0.00,0,0.00,"1,398.21",0,0.00,0,0.00,0,0.00,UNIT,0,0.00,0.00,0.00,0.00,,251.68,18.00,251.68,18.00,0.00,0.00,Expired,BRANCH,Gujarat,Chip 
Dogaholic ,"Treats, Biscuits & Chews ",Treats  ,32772,URBAN PETS / MOTERA,LN,2026-08-26,1,2,1,ABK Imports Pvt. Ltd,"Office no105, 1st Floor, Pune Trade Center, Gat no 2337/1, Opp. Mapple Hotel, Wagholi,",,Milky Chew Bone Style 15pcs,12,0,0,0,221.40,261.25,0,475.00,475.00,0,0.00,0,0.00,0.00,0.00,"3,135.02",Pending,,12,0,,0.00,0,0,0.00,0,0.00,"2,656.80",0,0.00,0,0.00,0,0.00,UNIT,0,0.00,0.00,0.00,0.00,,478.22,18.00,478.22,18.00,0.00,0.00,Expired,BRANCH,Gujarat,Milky
Dogaholic ,"Treats, Biscuits & Chews ",Treats  ,32772,URBAN PETS / MOTERA,LN,2026-08-26,1,2,2,ABK Imports Pvt. Ltd,"Office no105, 1st Floor, Pune Trade Center, Gat no 2337/1, Opp. Mapple Hotel, Wagholi,",,Milky Chew Chicken Stick Style 10 pcs,24,0,0,0,221.40,261.25,0,475.00,475.00,0,0.00,0,0.00,0.00,0.00,"6,270.05",Pending,,24,0,,0.00,0,0,0.00,0,0.00,"5,313.60",0,0.00,0,0.00,0,0.00,UNIT,0,0.00,0.00,0.00,0.00,,956.45,18.00,956.45,18.00,0.00,0.00,Expired,BRANCH,Gujarat,Milky
